t,theta_student,phi_student,theta_reference,phi_reference
6.919999999999999929e+00,6.458349133830283695e-02,1.385815045789360322e-01,-1.725765274159789531e-01,5.801331291212500574e+00
6.929999999999999716e+00,6.766665437397297034e-02,1.447912136117200099e-01,-1.652139916329836145e-01,5.824637258510643179e+00
6.940000000000000391e+00,7.088411871920971552e-02,1.512731003399708785e-01,-1.580204231437999929e-01,5.847051226527304912e+00
6.950000000000000178e+00,7.424210449721717342e-02,1.580412721084287764e-01,-1.510108435450369102e-01,5.868582926486264562e+00
6.959999999999999964e+00,7.774683183120030538e-02,1.651098362618354520e-01,-1.441944189741494464e-01,5.889246675483275517e+00
6.969999999999999751e+00,8.140452084436378133e-02,1.724929001449322097e-01,-1.375872333210467757e-01,5.909051337087731781e+00
6.980000000000000426e+00,8.522139165991263199e-02,1.802045711024609642e-01,-1.311942221889377536e-01,5.928014951130580634e+00
6.990000000000000213e+00,8.920366440105087502e-02,1.882589564791616044e-01,-1.250174964478301676e-01,5.946157815146818848e+00
7.000000000000000000e+00,9.335755919098351341e-02,1.966701636197760172e-01,-1.190591669677300846e-01,5.963500226671446747e+00
7.009999999999999787e+00,9.768929615291523094e-02,2.054522998690454794e-01,-1.133213446186442097e-01,5.980062483239463766e+00
7.020000000000000462e+00,1.022050954100511277e-01,2.146194725717120444e-01,-1.078061402705787208e-01,5.995864882385870231e+00
7.030000000000000249e+00,1.069111770855950549e-01,2.241857890725153790e-01,-1.025133355485859377e-01,6.010927116192862130e+00
7.040000000000000036e+00,1.118134536057397432e-01,2.341659419036750123e-01,-9.744313650737759791e-02,6.025273709375805531e+00
7.049999999999999822e+00,1.169187806868445118e-01,2.445771158261541567e-01,-9.259340034941497544e-02,6.038930541344111447e+00
7.060000000000000497e+00,1.222356260803560413e-01,2.554350965721667310e-01,-8.795846205012322616e-02,6.051921924346046033e+00
7.070000000000000284e+00,1.277703248583857421e-01,2.667580394002321831e-01,-8.353265658492876888e-02,6.064272170629876335e+00
7.080000000000000071e+00,1.335292120930463566e-01,2.785640995688729582e-01,-7.931031892925671789e-02,6.076005592443867620e+00
7.089999999999999858e+00,1.395186228564502529e-01,2.908714323366104471e-01,-7.528578405853268707e-02,6.087146502036289597e+00
7.100000000000000533e+00,1.457448922207102426e-01,3.036981929619672615e-01,-7.145338694818190173e-02,6.097719211655408422e+00
7.110000000000000320e+00,1.522143552579375836e-01,3.170625367034625164e-01,-6.780746257363060026e-02,6.107748033549488476e+00
7.120000000000000107e+00,1.589333470402450876e-01,3.309826188196188235e-01,-6.434251700398524454e-02,6.117256213822114042e+00
7.129999999999999893e+00,1.658981398805909058e-01,3.454725947210178227e-01,-6.105174021814628593e-02,6.126266442412688029e+00
7.140000000000000568e+00,1.731301044746831885e-01,3.605585892953737659e-01,-5.792669940465627887e-02,6.134807121485150283e+00
7.150000000000000355e+00,1.806338653655441551e-01,3.762598986825952951e-01,-5.496091364873872953e-02,6.142898107591839185e+00
7.160000000000000142e+00,1.884106200333964531e-01,3.925943573907110795e-01,-5.214790203561629756e-02,6.150559257285094006e+00
7.169999999999999929e+00,1.964615659584621477e-01,4.095797999277483448e-01,-4.948118365051192014e-02,6.157810427117254015e+00
7.179999999999999716e+00,2.047879006209632480e-01,4.272340608017345387e-01,-4.695427757864853446e-02,6.164671473640658483e+00
7.190000000000000391e+00,2.133908215011225407e-01,4.455749745206984969e-01,-4.456070290524889732e-02,6.171162253407647569e+00
7.200000000000000178e+00,2.222715260791605640e-01,4.646203755926644474e-01,-4.229397871553635530e-02,6.177302622970559653e+00
7.209999999999999964e+00,2.314312118353000769e-01,4.843880985256612259e-01,-4.015114335892251002e-02,6.183101254246871292e+00
7.219999999999999751e+00,2.408710762497630886e-01,5.048959778277161137e-01,-3.812080806073819134e-02,6.188591606311686810e+00
7.230000000000000426e+00,2.505728589180282184e-01,5.261494529111967466e-01,-3.619794111202578879e-02,6.193787875379702434e+00
7.240000000000000213e+00,2.605586821077509607e-01,5.481811800540863366e-01,-3.437803683603951610e-02,6.198702654967726211e+00
7.250000000000000000e+00,2.708276769745563417e-01,5.710085789850813942e-01,-3.265658955603305269e-02,6.203348538592571515e+00
7.259999999999999787e+00,2.813652530764013115e-01,5.946401054259304875e-01,-3.102909359526025146e-02,6.207738119771049945e+00
7.270000000000000462e+00,2.921568199712439307e-01,6.190842150983845160e-01,-2.949104327697484734e-02,6.211883992019971323e+00
7.280000000000000249e+00,3.031877872170392063e-01,6.443493637241878291e-01,-2.803793292443097079e-02,6.215798748856148137e+00
7.290000000000000036e+00,3.144435643717450879e-01,6.704440070250912154e-01,-2.666525686088232552e-02,6.219494983796391097e+00
7.299999999999999822e+00,3.259095609933185811e-01,6.973766007228432429e-01,-2.536850940958278525e-02,6.222985290357512689e+00
7.310000000000000497e+00,3.375711866397176908e-01,7.251556005391951443e-01,-2.414318489378609878e-02,6.226282262056323624e+00
7.320000000000000284e+00,3.494138508688973688e-01,7.537894621958907138e-01,-2.298714615873615960e-02,6.229391929842905462e+00
7.330000000000000071e+00,3.614068348494103855e-01,7.832842541932819591e-01,-2.189567728430790242e-02,6.232327091434571642e+00
7.339999999999999858e+00,3.735420966145274191e-01,8.136438374006205176e-01,-2.086253388601350123e-02,6.235104808094735773e+00
7.350000000000000533e+00,3.858027184459867920e-01,8.448684611005687906e-01,-1.988541382907919874e-02,6.237731322124668409e+00
7.360000000000000320e+00,3.981518478239916559e-01,8.769560121851984746e-01,-1.896201497873149441e-02,6.240212875825640104e+00
7.370000000000000107e+00,4.105526322287482710e-01,9.099043775465893713e-01,-1.809003520019663094e-02,6.242555711498920523e+00
7.379999999999999893e+00,4.229682191404618985e-01,9.437114440768186174e-01,-1.726717235870092737e-02,6.244766071445779332e+00
7.390000000000000568e+00,4.353617560393390207e-01,9.783750986679664585e-01,-1.649112431947064722e-02,6.246850197967486196e+00
7.400000000000000355e+00,4.476963904055825116e-01,1.013893228212103814e+00,-1.575958894773225524e-02,6.248814333365312557e+00
7.410000000000000142e+00,4.599352697193987982e-01,1.050263719601311152e+00,-1.507026410871200282e-02,6.250664719940528080e+00
7.419999999999999929e+00,4.720415414609930860e-01,1.087484459727665165e+00,-1.442084766763621941e-02,6.252407599994401544e+00
7.429999999999999716e+00,4.839668138923972074e-01,1.125595740567446823e+00,-1.380903748973122749e-02,6.254049215828204389e+00
7.440000000000000391e+00,4.956701125004752684e-01,1.164575055271795945e+00,-1.323253144022330970e-02,6.255595809743206281e+00
7.450000000000000178e+00,5.071217307496502791e-01,1.204346242464733541e+00,-1.268902738433889087e-02,6.257053624040675999e+00
7.459999999999999964e+00,5.182679130569408654e-01,1.244929270362668428e+00,-1.217679011233562675e-02,6.258427364841324447e+00
7.469999999999999751e+00,5.290549038393641545e-01,1.286344107182005425e+00,-1.169438679241326801e-02,6.259720865650287180e+00
7.480000000000000426e+00,5.394289475139383283e-01,1.328610721139153350e+00,-1.123962321667305690e-02,6.260940032919657838e+00
7.490000000000000213e+00,5.493362884976791261e-01,1.371749080450509695e+00,-1.081139538261146303e-02,6.262087839378597920e+00
7.500000000000000000e+00,5.587231712076045076e-01,1.415779153332483054e+00,-1.040859928772483456e-02,6.263167257756269812e+00
7.509999999999999787e+00,5.675358400607319886e-01,1.460720908001478469e+00,-1.003013092950955608e-02,6.264181260781835014e+00
7.520000000000000462e+00,5.757205394740796400e-01,1.506594312673904978e+00,-9.674886305461986163e-03,6.265132821184455025e+00
7.530000000000000249e+00,5.832235138646632011e-01,1.553419335566159631e+00,-9.341761413078577062e-03,6.266024911693291344e+00
7.540000000000000036e+00,5.899910076495007427e-01,1.601215944894651244e+00,-9.029652249855682142e-03,6.266860505037505469e+00
7.549999999999999822e+00,5.959692596290638855e-01,1.650004157274917782e+00,-8.737454813289689468e-03,6.267642573946259787e+00
7.560000000000000497e+00,6.010995344144459684e-01,1.699824085298101473e+00,-8.464065100876964551e-03,6.268374091148715799e+00
7.570000000000000284e+00,6.053198946269279235e-01,1.750730671527241711e+00,-8.208646071616244183e-03,6.269057310921047232e+00
7.580000000000000071e+00,6.085706520234605010e-01,1.802774869192347307e+00,-7.970431547012260184e-03,6.269694292921894174e+00
7.589999999999999858e+00,6.107979970177614959e-01,1.856005588574927367e+00,-7.748099851231143344e-03,6.270288591340256623e+00
7.600000000000000533e+00,6.119298719247048268e-01,1.910484954867727625e+00,-7.541153377908013135e-03,6.270841544082146335e+00
7.610000000000000320e+00,6.119083536906393395e-01,1.966275411121899630e+00,-7.349094520678042808e-03,6.271354489053573289e+00
7.620000000000000107e+00,6.106789377585178924e-01,2.023438245866911789e+00,-7.171425673176349234e-03,6.271828764160547465e+00
7.629999999999999893e+00,6.081871195712929001e-01,2.082034747632227845e+00,-7.007649229038067501e-03,6.272265707309079730e+00
7.640000000000000568e+00,6.043783945719165551e-01,2.142126204947316648e+00,-6.857267581898324887e-03,6.272666656405180063e+00
7.650000000000000355e+00,5.992060261392477827e-01,2.203765498328335237e+00,-6.719783125392280766e-03,6.273032949354857557e+00
7.660000000000000142e+00,5.926104785520415197e-01,2.267026062162665667e+00,-6.594698253155058948e-03,6.273365924064123966e+00
7.669999999999999929e+00,5.845625430271770284e-01,2.331946427913526687e+00,-6.481515358821795386e-03,6.273666918438989271e+00
7.679999999999999716e+00,5.750497461141439448e-01,2.398545228825025077e+00,-6.379894810507815046e-03,6.273936845776680649e+00
7.690000000000000391e+00,5.640624548068917665e-01,2.466837748971221433e+00,-6.289635675461936401e-03,6.274176246030248372e+00
7.700000000000000178e+00,5.516097463296293357e-01,2.536817393883191496e+00,-6.209936781561250715e-03,6.274387272372251800e+00
7.709999999999999964e+00,5.376919085631340911e-01,2.608487746767959692e+00,-6.140705983806175189e-03,6.274570172462270889e+00
7.719999999999999751e+00,5.224076900349402530e-01,2.681736057953540531e+00,-6.081851137197136561e-03,6.274725193959889147e+00
7.730000000000000426e+00,5.058558392725808206e-01,2.756449577767954739e+00,-6.033280096734557237e-03,6.274852584524684751e+00
7.740000000000000213e+00,4.881542488280006253e-01,2.832493164188662593e+00,-5.994900717418870026e-03,6.274952591816240322e+00
7.750000000000000000e+00,4.694459136564325674e-01,2.909701931515090045e+00,-5.966620854250497333e-03,6.275025463494137590e+00
7.759999999999999787e+00,4.499640961785577042e-01,2.987805927381445681e+00,-5.948348362229865030e-03,6.275071447217956511e+00
7.770000000000000462e+00,4.299608702933261917e-01,3.066513316915856269e+00,-5.939991096357398123e-03,6.275090790647277927e+00
7.780000000000000249e+00,4.096815168607532143e-01,3.145540114409223875e+00,-5.941456911633525087e-03,6.275083741441683571e+00
7.790000000000000036e+00,3.894113664092642146e-01,3.224556170918370324e+00,-5.952703605504800106e-03,6.275050413009061856e+00
7.799999999999999822e+00,3.694578224157448187e-01,3.303205800606387577e+00,-5.973847343271222222e-03,6.274990493096701982e+00
7.810000000000000497e+00,3.500557402924457939e-01,3.381217068707936146e+00,-6.004748044391283041e-03,6.274904358335240850e+00
7.820000000000000284e+00,3.314399754516233476e-01,3.458318040457654341e+00,-6.045621437844493455e-03,6.274791428885282407e+00
7.830000000000000071e+00,3.138191957411905486e-01,3.534267664892912553e+00,-6.096683252610376504e-03,6.274651124907429711e+00
7.839999999999999858e+00,2.973942536102118783e-01,3.608833275156766440e+00,-6.158149217668448284e-03,6.274482866562289374e+00
7.850000000000000533e+00,2.822578819172953390e-01,3.681909272858469695e+00,-6.230235061998235305e-03,6.274286074010464453e+00
7.860000000000000320e+00,2.684884625630838406e-01,3.753406998062932320e+00,-6.313156514579243254e-03,6.274060167412559785e+00
7.870000000000000107e+00,2.561553970604901198e-01,3.823247873420940302e+00,-6.407129304390996039e-03,6.273804566929179316e+00
7.879999999999999893e+00,2.453079077259892604e-01,3.891378236743287644e+00,-6.512650056998715679e-03,6.273517936970081976e+00
7.890000000000000568e+00,2.359519786883313430e-01,3.957796139582899553e+00,-6.629666586480182332e-03,6.273200419090689373e+00
7.900000000000000355e+00,2.280593948751377109e-01,4.022538110935236055e+00,-6.758663399076027256e-03,6.272850710679741759e+00
7.910000000000000142e+00,2.216019412140270151e-01,4.085640679795773167e+00,-6.900175833944043741e-03,6.272467372338591751e+00
7.919999999999999929e+00,2.165514026326189057e-01,4.147140375159985126e+00,-7.054739230242017267e-03,6.272048964668591964e+00
7.930000000000000604e+00,2.128712752408382924e-01,4.207081608917018656e+00,-7.222888927127746328e-03,6.271594048271096788e+00
7.940000000000000391e+00,2.105072682805347872e-01,4.265532462041586648e+00,-7.405160263758985180e-03,6.271101183747458840e+00
7.950000000000000178e+00,2.094022283909203475e-01,4.322556010096318957e+00,-7.602088579293532315e-03,6.270568931699030735e+00
7.959999999999999964e+00,2.094986503481896800e-01,4.378214899114348135e+00,-7.814504236744157159e-03,6.269995056724185112e+00
7.969999999999999751e+00,2.107390600065418007e-01,4.432569974612083463e+00,-8.042716929548715879e-03,6.269378729777039361e+00
7.980000000000000426e+00,2.130630972935265433e-01,4.485685904472947350e+00,-8.287424812777862207e-03,6.268718073872689978e+00
7.990000000000000213e+00,2.164104016975353650e-01,4.537618733709880559e+00,-8.549602179594795529e-03,6.268010466804494918e+00
8.000000000000000000e+00,2.207214790358898171e-01,4.588418060549711797e+00,-8.830223323162779414e-03,6.267253286365813914e+00
8.009999999999999787e+00,2.259368351259112284e-01,4.638133483219266218e+00,-9.130262536645061822e-03,6.266443910350008473e+00
8.019999999999999574e+00,2.320026176942356633e-01,4.686791648567202984e+00,-9.450694113204882035e-03,6.265579716550435663e+00
8.029999999999999361e+00,2.388500141550138622e-01,4.734473309038411237e+00,-9.792492346005486278e-03,6.264658082760456992e+00
8.040000000000000924e+00,2.464250721649811071e-01,4.781197784497275727e+00,-1.015728197954246514e-02,6.263674613416529091e+00
8.050000000000000711e+00,2.546739504246677832e-01,4.826983952709224646e+00,-1.054599213962093864e-02,6.262626813119960723e+00
8.060000000000000497e+00,2.635428076346081339e-01,4.871850691439708392e+00,-1.095858143011914365e-02,6.261514839403351296e+00
8.070000000000000284e+00,2.729778024953351534e-01,4.915816878454172034e+00,-1.139683299379437575e-02,6.260333876147526233e+00
8.080000000000000071e+00,2.829250937073818917e-01,4.958901391518058865e+00,-1.186252997340393051e-02,6.259079107233310069e+00
8.089999999999999858e+00,2.933308399712813430e-01,5.001123108396811290e+00,-1.235745551170509826e-02,6.257745716541529113e+00
8.099999999999999645e+00,3.041784512778077376e-01,5.042498001343176384e+00,-1.288339275145517458e-02,6.256328887953009676e+00
8.109999999999999432e+00,3.153653366475722697e-01,5.083029219754677364e+00,-1.344212483541145330e-02,6.254823805348576293e+00
8.120000000000000995e+00,3.268397259428617585e-01,5.122715148569420229e+00,-1.403543490633133578e-02,6.253225652609056162e+00
8.130000000000000782e+00,3.385633019410942413e-01,5.161554053523992991e+00,-1.466510610697190423e-02,6.251529613615272929e+00
8.140000000000000568e+00,3.504977474196936393e-01,5.199544200355004975e+00,-1.533292158009055654e-02,6.249730872248054681e+00
8.150000000000000355e+00,3.626047451560821533e-01,5.236683854799056625e+00,-1.604231718938522663e-02,6.247819930068372329e+00
8.160000000000000142e+00,3.748459779276817616e-01,5.272971282592751052e+00,-1.679390453391553864e-02,6.245795354913238562e+00
8.169999999999999929e+00,3.871831285119144983e-01,5.308404749472689588e+00,-1.758900695613586918e-02,6.243653721434681003e+00
8.179999999999999716e+00,3.995778796862024529e-01,5.342982521175473565e+00,-1.843087376318472762e-02,6.241386140851862052e+00
8.189999999999999503e+00,4.119919142279676594e-01,5.376702863437704316e+00,-1.932275426220060946e-02,6.238983724383944107e+00
8.199999999999999289e+00,4.243869149146322073e-01,5.409564041995984063e+00,-2.026789776032203103e-02,6.236437583250092231e+00
8.210000000000000853e+00,4.367245645236202956e-01,5.441564322586919467e+00,-2.126955356468767169e-02,6.233738828669467047e+00
8.220000000000000639e+00,4.489782879631598056e-01,5.472707822375008746e+00,-2.233097098243568696e-02,6.230878571861234505e+00
8.230000000000000426e+00,4.611117061971631292e-01,5.502984546449138925e+00,-2.345539932070475272e-02,6.227847924044556116e+00
8.240000000000000213e+00,4.730983140242452922e-01,5.532394579643577615e+00,-2.464608788663337838e-02,6.224637996438596055e+00
8.250000000000000000e+00,4.849213882565174827e-01,5.560945009442339604e+00,-2.590628598736006635e-02,6.221239900262516720e+00
8.259999999999999787e+00,4.965642057060909442e-01,5.588642923329441459e+00,-2.724196788515700907e-02,6.217635583335674454e+00
8.269999999999999574e+00,5.080100431850770315e-01,5.615495408788897969e+00,-2.865379437966941722e-02,6.213825570164693168e+00
8.279999999999999361e+00,5.192421775055867661e-01,5.641509553304724811e+00,-3.014590798541918679e-02,6.209798660282229044e+00
8.290000000000000924e+00,5.302438854797335566e-01,5.666692444360941217e+00,-3.172369979284957869e-02,6.205539404940069836e+00
8.300000000000000711e+00,5.410022859362161318e-01,5.691053170219938728e+00,-3.339256089240301428e-02,6.201032355390009521e+00
8.310000000000000497e+00,5.515082137113060945e-01,5.714603386277606667e+00,-3.515788237452272674e-02,6.196262062883837629e+00
8.320000000000000284e+00,5.617413310232721724e-01,5.737349824701281520e+00,-3.702505532965169599e-02,6.191213078673344583e+00
8.330000000000000071e+00,5.717007083674664480e-01,5.759309314405124169e+00,-3.899947084823289500e-02,6.185869954010321692e+00
8.339999999999999858e+00,5.813854162392406710e-01,5.780498684303295498e+00,-4.108652002070929676e-02,6.180217240146558488e+00
8.349999999999999645e+00,5.907945251339468129e-01,5.800934763309956388e+00,-4.329159393752388119e-02,6.174239488333847170e+00
8.359999999999999432e+00,5.999271055469367342e-01,5.820634380339266833e+00,-4.562008368911961431e-02,6.167921249823976382e+00
8.370000000000000995e+00,6.087822279735639608e-01,5.839614364305392158e+00,-4.807212624153504865e-02,6.161235032715159043e+00
8.380000000000000782e+00,6.173589629091772446e-01,5.857891544122484362e+00,-5.066287185876158783e-02,6.154177878886135211e+00
8.390000000000000568e+00,6.256563808491300005e-01,5.875482748704708769e+00,-5.339892758277380025e-02,6.146727227144420880e+00
8.400000000000000355e+00,6.336755835235273748e-01,5.892403943190521964e+00,-5.628648858734012356e-02,6.138859668281199333e+00
8.410000000000000142e+00,6.414197656207507592e-01,5.908675963409884879e+00,-5.933175004622898152e-02,6.130551793087653856e+00
8.419999999999999929e+00,6.488923227285114947e-01,5.924319779750714332e+00,-6.254090713320881179e-02,6.121780192354966843e+00
8.429999999999999716e+00,6.560991645983744736e-01,5.939353896697546098e+00,-6.592015502204805200e-02,6.112521456874322467e+00
8.439999999999999503e+00,6.630462009819045877e-01,5.953796818734920393e+00,-6.947568888651511898e-02,6.102752177436903125e+00
8.449999999999999289e+00,6.697393416306665070e-01,5.967667050347374769e+00,-7.321370390037847120e-02,6.092448944833892099e+00
8.460000000000000853e+00,6.761844962962263450e-01,5.980983096019450329e+00,-7.714039523740723325e-02,6.081588349856471787e+00
8.470000000000000639e+00,6.823875747301465511e-01,5.993763460235680185e+00,-8.126195807136846194e-02,6.070146983295827248e+00
8.480000000000000426e+00,6.883544866839932386e-01,6.006026647480605440e+00,-8.558458757603124023e-02,6.058101435943140878e+00
8.490000000000000213e+00,6.940911419093311885e-01,6.017791162238764535e+00,-9.011447892516402658e-02,6.045428298589595073e+00
8.500000000000000000e+00,6.996029815456378254e-01,6.029071903262319232e+00,-9.484924539948184907e-02,6.032109515696467916e+00
8.509999999999999787e+00,7.048984919476340982e-01,6.039891319814914006e+00,-9.980633521432816235e-02,6.018107702681266602e+00
8.519999999999999574e+00,7.099848197428207941e-01,6.050267204997472170e+00,-1.049888312516319699e-01,6.003398396727102515e+00
8.529999999999999361e+00,7.148684414234096618e-01,6.060214598573836042e+00,-1.103950738816192600e-01,5.987960981427411511e+00
8.540000000000000924e+00,7.195558334816130053e-01,6.069748540307853268e+00,-1.160234034745170617e-01,5.971774840375626781e+00
8.550000000000000711e+00,7.240534724096406860e-01,6.078884069963362613e+00,-1.218721604005493508e-01,5.954819357165191285e+00
8.560000000000000497e+00,7.283678346997053410e-01,6.087636227304210834e+00,-1.279396850299431010e-01,5.937073915389537326e+00
8.570000000000000284e+00,7.325053968440184970e-01,6.096020052094240249e+00,-1.342243177329242865e-01,5.918517898642100761e+00
8.580000000000000071e+00,7.364726353347916810e-01,6.104050584097295840e+00,-1.407239584060037130e-01,5.899131006665308874e+00
8.589999999999999858e+00,7.402760266642366416e-01,6.111742863077219923e+00,-1.474230595183716463e-01,5.878902603899278212e+00
8.599999999999999645e+00,7.439154875867727279e-01,6.119096366444498614e+00,-1.543343882817186652e-01,5.857802583909749394e+00
8.609999999999999432e+00,7.474062977505662175e-01,6.126145412584108385e+00,-1.614409868829953243e-01,5.835822575433643244e+00
8.620000000000000995e+00,7.507542347366886748e-01,6.132902371596764546e+00,-1.687258975091534552e-01,5.812954207207872592e+00
8.630000000000000782e+00,7.539638429310010492e-01,6.139376755879095704e+00,-1.761721623471410036e-01,5.789189107969366255e+00
8.640000000000000568e+00,7.570396667193660667e-01,6.145578077827735797e+00,-1.837628235839098012e-01,5.764518906455037950e+00
8.650000000000000355e+00,7.599862504876458980e-01,6.151515849839314320e+00,-1.914809234064103471e-01,5.738935231401806725e+00
8.660000000000000142e+00,7.628081386217026028e-01,6.157199584310464324e+00,-1.993095040015931962e-01,5.712429711546591626e+00
8.669999999999999929e+00,7.655098755073983519e-01,6.162638793637815304e+00,-2.072243165512154539e-01,5.684984231201799965e+00
8.679999999999999716e+00,7.680960055305953160e-01,6.167842990218000310e+00,-2.152035986995850525e-01,5.656594534152488585e+00
8.689999999999999503e+00,7.705710730771554440e-01,6.172821686447648837e+00,-2.232377588945085867e-01,5.627282814566921587e+00
8.700000000000001066e+00,7.729396225329414616e-01,6.177584394723394823e+00,-2.312957985878010547e-01,5.597041651548767760e+00
8.710000000000000853e+00,7.752061982838145404e-01,6.182140627441866876e+00,-2.393467192312731529e-01,5.565863624201710991e+00
8.720000000000000639e+00,7.773753447156372953e-01,6.186499896999697157e+00,-2.473595222767397961e-01,5.533741311629418291e+00
8.730000000000000426e+00,7.794516062142717860e-01,6.190671715793517826e+00,-2.553032091760146227e-01,5.500667292935563779e+00
8.740000000000000213e+00,7.814395271655801833e-01,6.194665596219959269e+00,-2.631467813809111322e-01,5.466634147223821572e+00
8.750000000000000000e+00,7.833406420255034641e-01,6.198484704873679085e+00,-2.708592403432428242e-01,5.431634453597864010e+00
8.759999999999999787e+00,7.851609246044205515e-01,6.202141083813784483e+00,-2.784095875148233645e-01,5.395660791161365211e+00
8.769999999999999574e+00,7.869046250210777194e-01,6.205643398022885115e+00,-2.857668243474661973e-01,5.358705739017998404e+00
8.779999999999999361e+00,7.885743240200104864e-01,6.208996871979266530e+00,-2.928999522929849886e-01,5.320761876271437707e+00
8.790000000000000924e+00,7.901726023457542603e-01,6.212206730161214274e+00,-2.997776720606549761e-01,5.281821184676173786e+00
8.800000000000000711e+00,7.917020407428435602e-01,6.215278197047013897e+00,-3.063640882515543673e-01,5.241868916169313053e+00
8.810000000000000497e+00,7.931652199558140159e-01,6.218216497114951835e+00,-3.126241738417857019e-01,5.200891396732416183e+00
8.820000000000000284e+00,7.945647207292008130e-01,6.221026854843313636e+00,-3.185193837793449667e-01,5.158865851848222661e+00
8.830000000000000071e+00,7.959031238075391368e-01,6.223714494710385736e+00,-3.240111730122283151e-01,5.115769506999471083e+00
8.839999999999999858e+00,7.971830099353642840e-01,6.226284641194452796e+00,-3.290609964884317340e-01,5.071579587668899158e+00
8.849999999999999645e+00,7.984069598572114401e-01,6.228742518773802139e+00,-3.336179991839829939e-01,5.026255755689073013e+00
8.859999999999999432e+00,7.995775543176159017e-01,6.231093351926718427e+00,-3.376631182654237229e-01,4.979799708654109480e+00
8.870000000000000995e+00,8.006973740611128543e-01,6.233342365131488982e+00,-3.411435141195306997e-01,4.932165554384962292e+00
8.880000000000000782e+00,8.017689998322373723e-01,6.235494782866398467e+00,-3.440044199232897837e-01,4.883304721782978142e+00
8.890000000000000568e+00,8.027929505678061961e-01,6.237551645183451399e+00,-3.461910688536885550e-01,4.833168639749477968e+00
8.900000000000000355e+00,8.037732564028063909e-01,6.239521054530957400e+00,-3.476486940877140941e-01,4.781708737185788038e+00
8.910000000000000142e+00,8.047118763620181303e-01,6.241406949404099791e+00,-3.483218637047463262e-01,4.728875578938272817e+00
8.919999999999999929e+00,8.056102326918422873e-01,6.243212184334163695e+00,-3.481472614630962692e-01,4.674608822469909164e+00
8.929999999999999716e+00,8.064697476386800679e-01,6.244939613852433347e+00,-3.470547386999850437e-01,4.618838827814119696e+00
8.939999999999999503e+00,8.072918434489323447e-01,6.246592092490192094e+00,-3.449576629785720550e-01,4.561474879026892637e+00
8.950000000000001066e+00,8.080779423690005459e-01,6.248172474778725949e+00,-3.417659713583794945e-01,4.502421572814907513e+00
8.960000000000000853e+00,8.088294666452853221e-01,6.249683615249317370e+00,-3.373889680661045776e-01,4.441583366883692818e+00
8.970000000000000639e+00,8.095478385241878794e-01,6.251128368433252369e+00,-3.317131334762503103e-01,4.378834525886687423e+00
8.980000000000000426e+00,8.102344802521093126e-01,6.252509588861813405e+00,-3.246007135270975175e-01,4.314016195774821760e+00
8.990000000000000213e+00,8.108908140754507166e-01,6.253830131066286491e+00,-3.159054312889056915e-01,4.246956302521390114e+00
9.000000000000000000e+00,8.115182622406130752e-01,6.255092849577954972e+00,-3.054812423161366586e-01,4.177487923673371739e+00
9.009999999999999787e+00,8.121182469939974835e-01,6.256300598928103085e+00,-2.931254860517699679e-01,4.105359135170727924e+00
9.019999999999999574e+00,8.126921905820050362e-01,6.257456233648015953e+00,-2.786092227303177404e-01,4.030276682361520812e+00
9.029999999999999361e+00,8.132401726377160855e-01,6.258559910863448650e+00,-2.616975532223239642e-01,3.951937732718314500e+00
9.040000000000000924e+00,8.137647224018497161e-01,6.259616698811419688e+00,-2.421110001786552501e-01,3.869965967069319834e+00
9.050000000000000711e+00,8.142666829483297120e-01,6.260628285670053472e+00,-2.195455539347337115e-01,3.783936171943932614e+00
9.060000000000000497e+00,8.147468240436905873e-01,6.261596212548973917e+00,-1.936903055847835342e-01,3.693394387762632292e+00
9.070000000000000284e+00,8.152059154544670783e-01,6.262522020557803160e+00,-1.642790097397207327e-01,3.597926453455435158e+00
9.080000000000000071e+00,8.156447269471935879e-01,6.263407250806166005e+00,-1.310986359229816545e-01,3.497166904254390474e+00
9.089999999999999858e+00,8.160640282884046304e-01,6.264253444403683702e+00,-9.431680563748805202e-02,3.391285117530144166e+00
9.099999999999999645e+00,8.164645892446346087e-01,6.265062142459981054e+00,-5.435080921423034866e-02,3.280807706259423639e+00
9.109999999999999432e+00,8.168471795824182591e-01,6.265834886084681088e+00,-1.242128164618316877e-02,3.167475009133136510e+00
9.120000000000000995e+00,8.172125690682900956e-01,6.266573216387405942e+00,2.992379632161925457e-02,3.053533097975780652e+00
9.130000000000000782e+00,8.175615274687842993e-01,6.267278674477779532e+00,7.094888424435571994e-02,2.941518248331084440e+00
9.140000000000000568e+00,8.178948245504357173e-01,6.267952801465424884e+00,1.092659073713973805e-01,2.833428036129365779e+00
9.150000000000000355e+00,8.182132300797787527e-01,6.268597138459965912e+00,1.441177590114851303e-01,2.730299295285506300e+00
9.160000000000000142e+00,8.185174359339503214e-01,6.269213070625716533e+00,1.752197729892277234e-01,2.632465035845825696e+00
9.169999999999999929e+00,8.188075917676033155e-01,6.269800896954413894e+00,2.026678545129029785e-01,2.539723610267746512e+00
9.179999999999999716e+00,8.190850253305484996e-01,6.270363274848002710e+00,2.266878312466630296e-01,2.451702401220728245e+00
9.189999999999999503e+00,8.193501456770779789e-01,6.270901022653695200e+00,2.475856790749510483e-01,2.367947964452850051e+00
9.200000000000001066e+00,8.196033618614840810e-01,6.271414958718701804e+00,2.656766645490808987e-01,2.288007140248127236e+00
